Leo Eminence,Leo Builders,1 BHK Apartment,₹1.45 Cr,422 - 62205 sq.ft,"Choose your dream home from the wide variety of 1,2 BHK apartments in Bandra Kurla Complex, available for sale in Leo Eminence. Leo Eminence apartments are available in multiples sizes, ranging from 422 - 622.05 sq.ft. CARPET area. Leo Eminence 's RERA registration number is P51800046335. Prices of apartments in this project, vary between Rs. 1.45 - 2.35 Cr","['Chetana College', 'Hallmark Business Plaza']"
Leo Eminence,Leo Builders,2 BHK Apartment,₹2.35 Cr,422 - 62205 sq.ft,"Choose your dream home from the wide variety of 1,2 BHK apartments in Bandra Kurla Complex, available for sale in Leo Eminence. Leo Eminence apartments are available in multiples sizes, ranging from 422 - 622.05 sq.ft. CARPET area. Leo Eminence 's RERA registration number is P51800046335. Prices of apartments in this project, vary between Rs. 1.45 - 2.35 Cr","['Chetana College', 'Hallmark Business Plaza']"
Sheth Edmont,Ashwin Sheth Group,2 BHK Apartment,₹2.18 - 2.81 Cr,585 - 1170 sq.ft,"Check out 2,3 BHK apartments in Kandivali West, now available for sale at Sheth Edmont. Apartment prices in this housing society vary in the range of Rs. 2.18 - 4.36 Cr. Sheth Edmont has apartments in multiple configurations, in range of 585 - 1,170 sq.ft.. This society is RERA approved and P51800053546 is the RERA number","['Kandivali Railway Station', 'Dahanukarwadi Metro Station']"
Sheth Edmont,Ashwin Sheth Group,3 BHK Apartment,₹3.09 - 4.36 Cr,585 - 1170 sq.ft,"Check out 2,3 BHK apartments in Kandivali West, now available for sale at Sheth Edmont. Apartment prices in this housing society vary in the range of Rs. 2.18 - 4.36 Cr. Sheth Edmont has apartments in multiple configurations, in range of 585 - 1,170 sq.ft.. This society is RERA approved and P51800053546 is the RERA number","['Kandivali Railway Station', 'Dahanukarwadi Metro Station']"
Lodha Aura New Cuffe Parade,Lodha,3 BHK Apartment,₹3.65 - 5.03 Cr,953 - 1768 sq.ft,"Here are beautifully built 3,4 BHK apartments in Wadala, available for sale at Lodha Aura New Cuffe Parade. This society is RERA approved and P51900034170 is the RERA number. Prices of apartments in this project, vary between Rs. 3.65 - 6.77 Cr. Lodha Aura New Cuffe Parade has apartments in multiple configurations, in range of 953 - 1,768 sq.ft.","['Eastren Express Hwy', 'K.J. Somaiya Hosp&Research Center']"
Lodha Aura New Cuffe Parade,Lodha,4 BHK Apartment,₹6.77 Cr,953 - 1768 sq.ft,"Here are beautifully built 3,4 BHK apartments in Wadala, available for sale at Lodha Aura New Cuffe Parade. This society is RERA approved and P51900034170 is the RERA number. Prices of apartments in this project, vary between Rs. 3.65 - 6.77 Cr. Lodha Aura New Cuffe Parade has apartments in multiple configurations, in range of 953 - 1,768 sq.ft.","['Eastren Express Hwy', 'K.J. Somaiya Hosp&Research Center']"
Ajmera Manhattan,Ajmera Group,2 BHK Apartment,₹2.42 - 2.66 Cr,718 - 1225 sq.ft,"Check out 2,3 BHK apartments in Wadala East, now available for sale at Ajmera Manhattan. This society is RERA approved and P51800032948 is the RERA number. This society offers apartments in the price range of Rs. 2.42 - 4.43 Cr. Here units have different sizes, mostly in range of 718 - 1,225 sq.ft. CARPET area","['Atal Setu', 'Bhakti Park Monorail Station']"
Ajmera Manhattan,Ajmera Group,3 BHK Apartment,₹3.53 - 4.43 Cr,718 - 1225 sq.ft,"Check out 2,3 BHK apartments in Wadala East, now available for sale at Ajmera Manhattan. This society is RERA approved and P51800032948 is the RERA number. This society offers apartments in the price range of Rs. 2.42 - 4.43 Cr. Here units have different sizes, mostly in range of 718 - 1,225 sq.ft. CARPET area","['Atal Setu', 'Bhakti Park Monorail Station']"
Lodha Regalia,Lodha,2 BHK Apartment,₹2.07 - 2.36 Cr,710 - 1146 sq.ft,"Beautiful 2,3 BHK apartments in Mulund East, are now available in Lodha Regalia housing project. Apartment prices in this housing society vary in the range of Rs. 2.07 - 3.19 Cr. Lodha Regalia apartments are available in multiples sizes, ranging from 710 - 1,146 sq.ft. CARPET area. The housing society is RERA-registered with P51800031360 registration number","['Bombay Presidency International School', 'Eastern Express Highway']"
Lodha Regalia,Lodha,3 BHK Apartment,₹2.72 - 3.19 Cr,710 - 1146 sq.ft,"Beautiful 2,3 BHK apartments in Mulund East, are now available in Lodha Regalia housing project. Apartment prices in this housing society vary in the range of Rs. 2.07 - 3.19 Cr. Lodha Regalia apartments are available in multiples sizes, ranging from 710 - 1,146 sq.ft. CARPET area. The housing society is RERA-registered with P51800031360 registration number","['Bombay Presidency International School', 'Eastern Express Highway']"
Paradigm Artteza,Paradigm Realty,2 BHK Apartment,₹3.12 Cr,674 - 1356 sq.ft,"Finest 2,3,4 BHK apartments in Santacruz West available for sale in Paradigm Artteza. Paradigm Artteza has apartments in multiple configurations, in range of 674 - 1,356 sq.ft.. Prices of apartments in this project, vary between Rs. 3.12 - 6.24 Cr. The housing society is RERA-registered with P51800030554 registration number","['Western Express Highway', 'Sarla Hospital & ICU']"
Paradigm Artteza,Paradigm Realty,3 BHK Apartment,₹6.24 Cr,674 - 1356 sq.ft,"Finest 2,3,4 BHK apartments in Santacruz West available for sale in Paradigm Artteza. Paradigm Artteza has apartments in multiple configurations, in range of 674 - 1,356 sq.ft.. Prices of apartments in this project, vary between Rs. 3.12 - 6.24 Cr. The housing society is RERA-registered with P51800030554 registration number","['Western Express Highway', 'Sarla Hospital & ICU']"
Paradigm Artteza,Paradigm Realty,4 BHK Apartment,₹6.24 Cr,674 - 1356 sq.ft,"Finest 2,3,4 BHK apartments in Santacruz West available for sale in Paradigm Artteza. Paradigm Artteza has apartments in multiple configurations, in range of 674 - 1,356 sq.ft.. Prices of apartments in this project, vary between Rs. 3.12 - 6.24 Cr. The housing society is RERA-registered with P51800030554 registration number","['Western Express Highway', 'Sarla Hospital & ICU']"
Gagangiri Aerovista,Gagangiri Construction,1 BHK Apartment,₹1.04 - 1.39 Cr,370 - 638 sq.ft,"Gagangiri Aerovista, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2 BHK apartments in Andheri East. Prices of apartments in this project, vary between Rs. 1.04 - 1.66 Cr. Gagangiri Aerovista apartments are available in multiples sizes, ranging from 370 - 638 sq.ft. CARPET area. The housing society is RERA-registered with P51800012150 registration number","['Chinchpokli Railway Station', 'ITC Grand Central']"
Gagangiri Aerovista,Gagangiri Construction,2 BHK Apartment,₹1.55 - 1.66 Cr,370 - 638 sq.ft,"Gagangiri Aerovista, one of the known housing societes in Western Mumbai, brings classic yet modern 1,2 BHK apartments in Andheri East. Prices of apartments in this project, vary between Rs. 1.04 - 1.66 Cr. Gagangiri Aerovista apartments are available in multiples sizes, ranging from 370 - 638 sq.ft. CARPET area. The housing society is RERA-registered with P51800012150 registration number","['Chinchpokli Railway Station', 'ITC Grand Central']"
Darsshan Promesa Fremont,Darsshan Properties,1 BHK Apartment,Price on Request,675 - 1053 sq.ft,"Darsshan Promesa Fremont, one of the known housing societes in Mumbai South, brings classic yet modern 1,2,3 BHK apartments in Lalbaug. Darsshan Promesa Fremont is a RERA- registered society and P51900055088 is the RERA registration number. Darsshan Promesa Fremont apartments are available in multiples sizes, ranging from 675 - 1,053 sq.ft. CARPET area. Prices of apartments in this project, vary between Rs. 2.35 - 3.66 Cr","['Fortis Hospital Mulund', 'R Galleria']"
Darsshan Promesa Fremont,Darsshan Properties,2 BHK Apartment,₹2.35 - 2.78 Cr,675 - 1053 sq.ft,"Darsshan Promesa Fremont, one of the known housing societes in Mumbai South, brings classic yet modern 1,2,3 BHK apartments in Lalbaug. Darsshan Promesa Fremont is a RERA- registered society and P51900055088 is the RERA registration number. Darsshan Promesa Fremont apartments are available in multiples sizes, ranging from 675 - 1,053 sq.ft. CARPET area. Prices of apartments in this project, vary between Rs. 2.35 - 3.66 Cr","['Fortis Hospital Mulund', 'R Galleria']"
Darsshan Promesa Fremont,Darsshan Properties,3 BHK Apartment,₹3.57 - 3.66 Cr,675 - 1053 sq.ft,"Darsshan Promesa Fremont, one of the known housing societes in Mumbai South, brings classic yet modern 1,2,3 BHK apartments in Lalbaug. Darsshan Promesa Fremont is a RERA- registered society and P51900055088 is the RERA registration number. Darsshan Promesa Fremont apartments are available in multiples sizes, ranging from 675 - 1,053 sq.ft. CARPET area. Prices of apartments in this project, vary between Rs. 2.35 - 3.66 Cr","['Fortis Hospital Mulund', 'R Galleria']"
Sheth Montana,Ashwin Sheth Group,2 BHK Apartment,₹1.53 - 3.07 Cr,594 - 1952 sq.ft,"Finest 2,3,4 BHK apartments in Mulund West available for sale in Sheth Montana. Apartment prices in this housing society vary in the range of Rs. 1.53 - 6.64 Cr. Apartments in Sheth Montana have CARPET area ranging between 594 - 1,952 sq.ft.. Sheth Montana 's RERA registration number is P51800000735","['Dr L H Hiranandani Hospital', 'Powai Plaza']"
Sheth Montana,Ashwin Sheth Group,3 BHK Apartment,₹2.52 - 4.55 Cr,594 - 1952 sq.ft,"Finest 2,3,4 BHK apartments in Mulund West available for sale in Sheth Montana. Apartment prices in this housing society vary in the range of Rs. 1.53 - 6.64 Cr. Apartments in Sheth Montana have CARPET area ranging between 594 - 1,952 sq.ft.. Sheth Montana 's RERA registration number is P51800000735","['Dr L H Hiranandani Hospital', 'Powai Plaza']"
Sheth Montana,Ashwin Sheth Group,4 BHK Apartment,₹4.59 - 6.64 Cr,594 - 1952 sq.ft,"Finest 2,3,4 BHK apartments in Mulund West available for sale in Sheth Montana. Apartment prices in this housing society vary in the range of Rs. 1.53 - 6.64 Cr. Apartments in Sheth Montana have CARPET area ranging between 594 - 1,952 sq.ft.. Sheth Montana 's RERA registration number is P51800000735","['Dr L H Hiranandani Hospital', 'Powai Plaza']"
Lodha Bellagio,Lodha,3 BHK Apartment,₹3.59 - 4.84 Cr,918 - 1614 sq.ft,"Finest 3,4 BHK apartments in Powai available for sale in Lodha Bellagio. Prices of apartments in this project, vary between Rs. 3.59 - 6.48 Cr. Lodha Bellagio is a RERA- registered society and P51800033966 is the RERA registration number. Lodha Bellagio apartments are available in multiples sizes, ranging from 918 - 1,614 sq.ft. CARPET area","['Reay Road Railway Station', 'Masina Hospital']"
Lodha Bellagio,Lodha,4 BHK Apartment,₹6.48 Cr,918 - 1614 sq.ft,"Finest 3,4 BHK apartments in Powai available for sale in Lodha Bellagio. Prices of apartments in this project, vary between Rs. 3.59 - 6.48 Cr. Lodha Bellagio is a RERA- registered society and P51800033966 is the RERA registration number. Lodha Bellagio apartments are available in multiples sizes, ranging from 918 - 1,614 sq.ft. CARPET area","['Reay Road Railway Station', 'Masina Hospital']"
Piramal Aranya,Piramal Realty,2 BHK Apartment,₹2.9 - 5.67 Cr,635 - 2850 sq.ft,"Here are beautifully built 2,3,4 BHK apartments in Byculla East, available for sale at Piramal Aranya. Here units have different sizes, mostly in range of 635 - 2,850 sq.ft. CARPET area. Piramal Aranya is a RERA- registered society and P51900003324 is the RERA registration number. Prices of apartments in this project, vary between Rs. 2.9 - 15.03 Cr","['Zen Multi-speciality Hospital', 'Chembur Railway Station']"
Piramal Aranya,Piramal Realty,3 BHK Apartment,₹3.99 - 10.75 Cr,635 - 2850 sq.ft,"Here are beautifully built 2,3,4 BHK apartments in Byculla East, available for sale at Piramal Aranya. Here units have different sizes, mostly in range of 635 - 2,850 sq.ft. CARPET area. Piramal Aranya is a RERA- registered society and P51900003324 is the RERA registration number. Prices of apartments in this project, vary between Rs. 2.9 - 15.03 Cr","['Zen Multi-speciality Hospital', 'Chembur Railway Station']"
Piramal Aranya,Piramal Realty,4 BHK Apartment,₹5.88 - 15.03 Cr,635 - 2850 sq.ft,"Here are beautifully built 2,3,4 BHK apartments in Byculla East, available for sale at Piramal Aranya. Here units have different sizes, mostly in range of 635 - 2,850 sq.ft. CARPET area. Piramal Aranya is a RERA- registered society and P51900003324 is the RERA registration number. Prices of apartments in this project, vary between Rs. 2.9 - 15.03 Cr","['Zen Multi-speciality Hospital', 'Chembur Railway Station']"
Vaibhavlaxmi Queens Avenue,Vaibhavlaxmi Builders,1 BHK Apartment,₹90 L,397 - 650 sq.ft,"Looking for your dream home? Explore 1,2 BHK apartments in Chembur East, now available in Vaibhavlaxmi Queens Avenue. Here units have different sizes, mostly in range of 397 - 650 sq.ft. CARPET area. This society is RERA approved and P51800054458 is the RERA number. This society offers apartments in the price range of Rs. 90 L - 1.75 Cr","['Prabhadevi', 'IKEA Worli City Store']"
Vaibhavlaxmi Queens Avenue,Vaibhavlaxmi Builders,2 BHK Apartment,₹1.45 - 1.75 Cr,397 - 650 sq.ft,"Looking for your dream home? Explore 1,2 BHK apartments in Chembur East, now available in Vaibhavlaxmi Queens Avenue. Here units have different sizes, mostly in range of 397 - 650 sq.ft. CARPET area. This society is RERA approved and P51800054458 is the RERA number. This society offers apartments in the price range of Rs. 90 L - 1.75 Cr","['Prabhadevi', 'IKEA Worli City Store']"
Rustomjee Crown,Rustomjee,3 BHK Apartment,₹10.09 - 14.64 Cr,133474 - 3088 sq.ft,"Finest 3,4,5 BHK apartments in Prabhadevi available for sale in Rustomjee Crown. Apartment prices in this housing society vary in the range of Rs. 10.09 - 27.14 Cr. The housing society is RERA-registered with P51900003268 registration number. Here units have different sizes, mostly in range of 1,334.74 - 3,088 sq.ft. CARPET area","['Mahalaxmi Railway Station', 'Nair Hospital']"
Rustomjee Crown,Rustomjee,4 BHK Apartment,₹11.95 - 25.99 Cr,133474 - 3088 sq.ft,"Finest 3,4,5 BHK apartments in Prabhadevi available for sale in Rustomjee Crown. Apartment prices in this housing society vary in the range of Rs. 10.09 - 27.14 Cr. The housing society is RERA-registered with P51900003268 registration number. Here units have different sizes, mostly in range of 1,334.74 - 3,088 sq.ft. CARPET area","['Mahalaxmi Railway Station', 'Nair Hospital']"
Rustomjee Crown,Rustomjee,5 BHK Apartment,₹18.73 - 27.14 Cr,133474 - 3088 sq.ft,"Finest 3,4,5 BHK apartments in Prabhadevi available for sale in Rustomjee Crown. Apartment prices in this housing society vary in the range of Rs. 10.09 - 27.14 Cr. The housing society is RERA-registered with P51900003268 registration number. Here units have different sizes, mostly in range of 1,334.74 - 3,088 sq.ft. CARPET area","['Mahalaxmi Railway Station', 'Nair Hospital']"
Lodha Bellevue,Lodha,3 BHK Apartment,₹4.96 - 6.28 Cr,877 - 1960 sq.ft,"Looking for your dream home? Explore 3,4 BHK apartments in Mahalaxmi, now available in Lodha Bellevue. Apartments in this complex are available in price range of Rs. 4.96 - 10.71 Cr. Lodha Bellevue is a RERA- registered society and P51900046567 is the RERA registration number. Here units have different sizes, mostly in range of 877 - 1,960 sq.ft. CARPET area","['Apex Hospitals Kandivali', 'Lokhandwala Foundation School']"
Lodha Bellevue,Lodha,4 BHK Apartment,₹9.36 - 10.71 Cr,877 - 1960 sq.ft,"Looking for your dream home? Explore 3,4 BHK apartments in Mahalaxmi, now available in Lodha Bellevue. Apartments in this complex are available in price range of Rs. 4.96 - 10.71 Cr. Lodha Bellevue is a RERA- registered society and P51900046567 is the RERA registration number. Here units have different sizes, mostly in range of 877 - 1,960 sq.ft. CARPET area","['Apex Hospitals Kandivali', 'Lokhandwala Foundation School']"
Lodha Woods,Lodha,2 BHK Apartment,₹2.04 - 2.29 Cr,693 - 1540 sq.ft,"Lodha Woods society now offers elegantly built 2,3,4 BHK apartments in Kandivali East. Prices of apartments in this project, vary between Rs. 2.04 - 4.9 Cr. This society is RERA approved and P51800031351 is the RERA number. Apartments in Lodha Woods have CARPET area ranging between 693 - 1,540 sq.ft.","['St Gregorios Primary School', 'Tata Institute of Social Sciences']"
Lodha Woods,Lodha,3 BHK Apartment,₹3.1 - 3.64 Cr,693 - 1540 sq.ft,"Lodha Woods society now offers elegantly built 2,3,4 BHK apartments in Kandivali East. Prices of apartments in this project, vary between Rs. 2.04 - 4.9 Cr. This society is RERA approved and P51800031351 is the RERA number. Apartments in Lodha Woods have CARPET area ranging between 693 - 1,540 sq.ft.","['St Gregorios Primary School', 'Tata Institute of Social Sciences']"
Lodha Woods,Lodha,4 BHK Apartment,₹4.61 - 4.9 Cr,693 - 1540 sq.ft,"Lodha Woods society now offers elegantly built 2,3,4 BHK apartments in Kandivali East. Prices of apartments in this project, vary between Rs. 2.04 - 4.9 Cr. This society is RERA approved and P51800031351 is the RERA number. Apartments in Lodha Woods have CARPET area ranging between 693 - 1,540 sq.ft.","['St Gregorios Primary School', 'Tata Institute of Social Sciences']"
One Meraki,Meraki Habitats,2 BHK Apartment,₹2.92 - 3.08 Cr,751 - 3850 sq.ft,"Looking for your dream home? Explore 2,3,4,5 BHK apartments in Chembur, now available in One Meraki. One Meraki 's RERA registration number is P51800011606. Apartments in this complex are available in price range of Rs. 2.92 - 14.96 Cr. One Meraki apartments are available in multiples sizes, ranging from 751 - 3,850 sq.ft. CARPET area","['Bombay Scottish School', 'Hinduja Hospital']"
One Meraki,Meraki Habitats,3 BHK Apartment,₹4.52 - 7.22 Cr,751 - 3850 sq.ft,"Looking for your dream home? Explore 2,3,4,5 BHK apartments in Chembur, now available in One Meraki. One Meraki 's RERA registration number is P51800011606. Apartments in this complex are available in price range of Rs. 2.92 - 14.96 Cr. One Meraki apartments are available in multiples sizes, ranging from 751 - 3,850 sq.ft. CARPET area","['Bombay Scottish School', 'Hinduja Hospital']"
One Meraki,Meraki Habitats,4 BHK Apartment,₹7.74 - 8.5 Cr,751 - 3850 sq.ft,"Looking for your dream home? Explore 2,3,4,5 BHK apartments in Chembur, now available in One Meraki. One Meraki 's RERA registration number is P51800011606. Apartments in this complex are available in price range of Rs. 2.92 - 14.96 Cr. One Meraki apartments are available in multiples sizes, ranging from 751 - 3,850 sq.ft. CARPET area","['Bombay Scottish School', 'Hinduja Hospital']"
One Meraki,Meraki Habitats,5 BHK Apartment,₹14.96 Cr,751 - 3850 sq.ft,"Looking for your dream home? Explore 2,3,4,5 BHK apartments in Chembur, now available in One Meraki. One Meraki 's RERA registration number is P51800011606. Apartments in this complex are available in price range of Rs. 2.92 - 14.96 Cr. One Meraki apartments are available in multiples sizes, ranging from 751 - 3,850 sq.ft. CARPET area","['Bombay Scottish School', 'Hinduja Hospital']"
Suraj Lumina,Suraj Estate,2 BHK Apartment,₹2.87 - 3.1 Cr,575 - 919 sq.ft,"Looking for your dream home? Explore 2,3 BHK apartments in Mahim West, now available in Suraj Lumina. The housing society is RERA-registered with P51900054054 registration number. This society offers apartments in the price range of Rs. 2.87 - 4.59 Cr. Apartments in Suraj Lumina have CARPET area ranging between 575 - 919 sq.ft.","['Billabong High International School', 'M V M’s College of Commerce and Science']"
Suraj Lumina,Suraj Estate,3 BHK Apartment,₹4.4 - 4.59 Cr,575 - 919 sq.ft,"Looking for your dream home? Explore 2,3 BHK apartments in Mahim West, now available in Suraj Lumina. The housing society is RERA-registered with P51900054054 registration number. This society offers apartments in the price range of Rs. 2.87 - 4.59 Cr. Apartments in Suraj Lumina have CARPET area ranging between 575 - 919 sq.ft.","['Billabong High International School', 'M V M’s College of Commerce and Science']"
Signature by Peridot,Lotus Builders,1 BHK Apartment,₹1.45 - 1.58 Cr,428 - 590 sq.ft,"Signature by Peridot society now offers elegantly built 1,2 BHK apartments in Andheri West. Signature by Peridot 's RERA registration number is P51800046020. Prices of apartments in this project, vary between Rs. 1.45 - 2.13 Cr. Apartments in Signature by Peridot have CARPET area ranging between 428 - 590 sq.ft.","['A. M. Naik School', 'Ramada by Wyndham Powai Hotel']"
Signature by Peridot,Lotus Builders,2 BHK Apartment,₹2.05 - 2.13 Cr,428 - 590 sq.ft,"Signature by Peridot society now offers elegantly built 1,2 BHK apartments in Andheri West. Signature by Peridot 's RERA registration number is P51800046020. Prices of apartments in this project, vary between Rs. 1.45 - 2.13 Cr. Apartments in Signature by Peridot have CARPET area ranging between 428 - 590 sq.ft.","['A. M. Naik School', 'Ramada by Wyndham Powai Hotel']"
L and T Elixir Reserve,LNT Realty,2 BHK Apartment,₹2.48 - 3.85 Cr,63152 - 195613 sq.ft,"Finest 2,3,4 BHK apartments in Powai available for sale in L and T Elixir Reserve. This society is RERA approved and P51800033618 is the RERA number. Apartments in this complex are available in price range of Rs. 2.48 - 11.91 Cr. Here units have different sizes, mostly in range of 631.52 - 1,956.13 sq.ft. CARPET area",[]
L and T Elixir Reserve,LNT Realty,3 BHK Apartment,₹3.69 - 8.11 Cr,63152 - 195613 sq.ft,"Finest 2,3,4 BHK apartments in Powai available for sale in L and T Elixir Reserve. This society is RERA approved and P51800033618 is the RERA number. Apartments in this complex are available in price range of Rs. 2.48 - 11.91 Cr. Here units have different sizes, mostly in range of 631.52 - 1,956.13 sq.ft. CARPET area",[]
L and T Elixir Reserve,LNT Realty,4 BHK Apartment,₹11.02 - 11.91 Cr,63152 - 195613 sq.ft,"Finest 2,3,4 BHK apartments in Powai available for sale in L and T Elixir Reserve. This society is RERA approved and P51800033618 is the RERA number. Apartments in this complex are available in price range of Rs. 2.48 - 11.91 Cr. Here units have different sizes, mostly in range of 631.52 - 1,956.13 sq.ft. CARPET area",[]
Eternia by Oberoi Realty,Oberoi Realty,3 BHK Apartment,₹2.68 - 3.54 Cr,91277 - 120448 sq.ft,"Eternia by Oberoi Realty society now offers elegantly built 3,4 BHK apartments in Mulund West. The housing society is RERA-registered with P51800006141 registration number. Here units have different sizes, mostly in range of 912.77 - 1,204.48 sq.ft. CARPET area. This society offers apartments in the price range of Rs. 2.68 - 3.54 Cr","['Proposed Metro Station', 'MULUND STATION']"
